title,year,rating,no_of_reviews,genres,runtime,gross
Rush Hour 2,2001.0,6.6,"227,370","Action, Comedy, Crime",90 min,$226.16M
The Wave,2015.0,6.6,"40,203","Action, Drama, Thriller",105 min,$0.18M
Flushed Away,2006.0,6.6,"131,508","Animation, Action, Adventure",85 min,$64.67M
Ghostbusters II,1989.0,6.6,"212,943","Action, Comedy, Fantasy",108 min,$112.49M
Joy Ride,2001.0,6.6,"72,175","Action, Mystery, Thriller",97 min,$21.97M
The Lego Movie 2: The Second Part,2019.0,6.6,"70,441","Animation, Action, Adventure",107 min,$105.81M
Machete,2010.0,6.6,"200,233","Action, Crime, Thriller",105 min,$26.59M
The 13th Warrior,1999.0,6.6,"127,724","Action, Adventure, History",102 min,$32.70M
Crocodile Dundee,1986.0,6.6,"109,783","Action, Adventure, Comedy",97 min,$174.64M
Eagle Eye,2008.0,6.6,"190,524","Action, Mystery, Thriller",118 min,$101.11M
Adrift,2018.0,6.6,"58,793","Action, Adventure, Biography",96 min,$31.45M
Alpha,2018.0,6.6,"64,211","Action, Adventure, Drama",96 min,$35.85M
Outbreak,1995.0,6.6,"132,897","Action, Drama, Thriller",127 min,$67.82M
Licence to Kill,1989.0,6.6,"107,733","Action, Adventure, Thriller",133 min,$34.67M
The Rundown,2003.0,6.6,"109,814","Action, Adventure, Comedy",104 min,$47.73M
U-571,2000.0,6.6,"83,930","Action, War",116 min,$77.09M
Hot Shots! Part Deux,1993.0,6.6,"93,672","Action, Comedy",86 min,$38.91M
Uptown Saturday Night,1974.0,6.6,"2,569","Action, Comedy, Crime",104 min,$4.57M
Titan A.E.,2000.0,6.6,"62,408","Animation, Action, Adventure",94 min,$22.75M
Attack the Block,2011.0,6.6,"108,674","Action, Adventure, Comedy",88 min,$1.02M
Shanghai Noon,2000.0,6.6,"130,751","Action, Adventure, Comedy",110 min,$56.94M
Star Trek III: The Search for Spock,1984.0,6.6,"82,965","Action, Adventure, Sci-Fi",105 min,$76.47M
The Final Countdown,1980.0,6.6,"25,306","Action, Adventure, Sci-Fi",103 min,$16.65M
Black Rain,1989.0,6.6,"56,950","Action, Crime, Drama",125 min,$46.21M
Courage Under Fire,1996.0,6.6,"56,905","Action, Drama, Mystery",116 min,$59.03M
The Recruit,2003.0,6.6,"138,952","Action, Thriller",115 min,$52.80M
I'm Gonna Git You Sucka,1988.0,6.6,"14,240","Action, Comedy, Crime",88 min,$13.03M
Penguins of Madagascar,2014.0,6.6,"95,356","Animation, Action, Adventure",92 min,$83.35M
21 Bridges,2019.0,6.6,"70,122","Action, Crime, Drama",99 min,$28.54M
New Jack City,1991.0,6.6,"36,888","Action, Crime, Drama",97 min,$47.62M
Sudden Impact,1983.0,6.6,"46,654","Action, Crime, Thriller",117 min,$67.64M
Shoot 'Em Up,2007.0,6.6,"152,386","Action, Comedy, Thriller",86 min,$12.81M
Run All Night,2015.0,6.6,"111,504","Action, Crime, Thriller",114 min,$26.46M
The Legend of Billie Jean,1985.0,6.6,"11,012","Action, Drama",96 min,$3.10M
Man on a Ledge,2012.0,6.6,"155,190","Action, Crime, Thriller",102 min,$18.62M
Dirty Mary Crazy Larry,1974.0,6.6,"7,368","Action, Crime, Thriller",93 min,$0.62M
Kiss of the Dragon,2001.0,6.6,"65,050","Action, Crime, Thriller",98 min,$36.85M
Dragonslayer,1981.0,6.6,"18,908","Action, Adventure, Fantasy",109 min,$14.11M
The Art of Self-Defense,2019.0,6.6,"39,139","Action, Comedy, Crime",104 min,$2.41M
Airport,1970.0,6.6,"19,879","Action, Drama, Thriller",137 min,$100.49M
The Merchant of Venice,2004.0,7.0,"37,287","Drama, Romance",131 min,$3.77M
Becoming Jane,2007.0,7.0,"63,276","Biography, Drama, Romance",120 min,$18.67M
The One I Love,2014.0,7.0,"41,328","Comedy, Drama, Fantasy",91 min,$0.51M
Away We Go,2009.0,7.0,"54,318","Adventure, Comedy, Drama",98 min,$9.45M
Mighty Aphrodite,1995.0,7.0,"41,315","Comedy, Fantasy, Romance",95 min,$6.70M
An Unfinished Life,2005.0,7.0,"32,098","Drama, Family, Romance",108 min,$8.59M
Miss Potter,2006.0,7.0,"30,816","Biography, Drama, Romance",88 min,$2.98M
Loving,2016.0,7.0,"35,273","Biography, Drama, Romance",123 min,$7.70M
Barefoot in the Park,1967.0,7.0,"19,585","Comedy, Romance",106 min,$19.99M
Heart and Souls,1993.0,7.0,"18,204","Comedy, Drama, Fantasy",104 min,$16.58M
Miss Pettigrew Lives for a Day,2008.0,7.0,"29,078","Comedy, Romance",92 min,$12.29M
Latter Days,2003.0,7.0,"18,087","Comedy, Drama, Romance",107 min,$0.82M
Heaven,2002.0,7.0,"26,085","Crime, Drama, Romance",97 min,$0.77M
8 Women,2002.0,7.0,"33,277","Comedy, Crime, Musical",111 min,$3.08M
Murphy's Romance,1985.0,7.0,"6,563","Comedy, Drama, Romance",107 min,$30.76M
Valmont,1989.0,7.0,"13,854","Drama, Romance",137 min,$1.13M
Russian Dolls,2005.0,7.0,"20,883","Comedy, Drama, Romance",125 min,$0.32M
Better Luck Tomorrow,2002.0,7.0,"10,124","Crime, Drama, Romance",101 min,$3.80M
Edge of Darkness,2010.0,6.6,"96,287","Action, Drama, Thriller",117 min,$43.31M
Outland,1981.0,6.6,"31,025","Action, Crime, Sci-Fi",109 min,$17.37M
Vantage Point,2008.0,6.6,"152,000","Action, Crime, Drama",90 min,$72.27M
16 Blocks,2006.0,6.6,"132,533","Action, Drama, Thriller",102 min,$36.90M
The Pope of Greenwich Village,1984.0,6.6,"9,329","Action, Comedy, Crime",121 min,$6.14M
Judgment Night,1993.0,6.6,"17,653","Action, Crime, Drama",110 min,$12.14M
The Way of the Gun,2000.0,6.6,"34,240","Action, Crime, Drama",119 min,$6.06M
Seraphim Falls,2006.0,6.6,"32,662","Action, Drama, Thriller",115 min,$0.42M
The Great Raid,2005.0,6.6,"23,524","Action, Drama, War",132 min,$10.17M
Extreme Prejudice,1987.0,6.6,"8,126","Action, Crime, Drama",105 min,$11.31M
Narrow Margin,1990.0,6.6,"9,737","Action, Crime, Thriller",97 min,$10.87M
So Close,2002.0,6.6,"7,826","Action, Crime, Thriller",111 min,$0.08M
Juggernaut,1974.0,6.6,"6,001","Action, Drama, Thriller",109 min,$1.56M
Dhoom,2004.0,6.6,"21,324","Action, Crime, Drama",129 min,$0.25M
Race with the Devil,1975.0,6.6,"6,860","Action, Adventure, Horror",88 min,$12.64M
Go Goa Gone,2013.0,6.6,"14,433","Action, Adventure, Comedy",111 min,$0.30M
Battle in Seattle,2007.0,6.6,"14,953","Action, Drama, History",98 min,$0.22M
Macon County Line,1974.0,6.6,"1,542","Action, Drama, Romance",89 min,$18.77M
The Navigator: A Medieval Odyssey,1988.0,6.6,"3,823","Action, Adventure, Drama",92 min,$1.33M
Operation Red Sea,2018.0,6.6,"7,544","Action, Drama, Thriller",142 min,$1.54M
Little Voice,1998.0,7.0,"16,829","Comedy, Drama, Music",97 min,$4.60M
The House of Mirth,2000.0,7.0,"7,761","Romance, Drama",135 min,$3.04M
Playing by Heart,1998.0,7.0,"19,862","Comedy, Drama, Romance",121 min,$3.96M
Sayonara,1957.0,7.0,"7,146","Drama, Romance",147 min,$26.30M
The Honeymoon Killers,1970.0,7.0,"5,518","Crime, Drama, Romance",107 min,$0.46M
The Private Life of Sherlock Holmes,1970.0,7.0,"12,696","Adventure, Comedy, Crime",125 min,$3.30M
Being Julia,2004.0,7.0,"12,705","Comedy, Drama, Romance",104 min,$7.74M
Modern Romance,1981.0,7.0,"4,107","Comedy, Romance",93 min,$2.86M
The Sapphires,2012.0,7.0,"14,755","Biography, Comedy, Drama",103 min,$2.45M
Millennium Mambo,2001.0,7.0,"5,975","Drama, Romance",119 min,$0.01M
The Lady,2011.0,7.0,"11,048","Biography, Drama, History",132 min,$0.36M
Flamingo Road,1949.0,7.0,"3,199","Drama, Film-Noir, Romance",94 min,$2.26M
Hester Street,1975.0,7.0,"1,622","Drama, Romance",89 min,$5.00M
Peter's Friends,1992.0,7.0,"11,737","Comedy, Drama, Romance",101 min,$4.06M
Romeos,2011.0,7.0,"3,434","Drama, Romance",94 min,$0.00M
Liberty Heights,1999.0,7.0,"6,880","Comedy, Drama, Music",127 min,$3.73M
Still Crazy,1998.0,7.0,"8,410","Comedy, Drama, Music",95 min,$0.48M
Barcelona,1994.0,7.0,"6,391","Comedy, Drama, Romance",101 min,$7.27M
Asako I & II,2018.0,7.0,"4,783","Drama, Romance",119 min,$0.02M
Lady Sings the Blues,1972.0,7.0,"4,624","Biography, Drama, Music",144 min,$6.03M
Demetrius and the Gladiators,1954.0,6.6,"4,076","Action, Drama, History",101 min,$26.00M
The Story of Robin Hood and His Merrie Men,1952.0,6.6,"2,100","Action, Adventure, Family",84 min,$4.58M
Ghost in the Shell: The New Movie,2015.0,6.6,"3,990","Animation, Action, Sci-Fi",100 min,$0.10M
Too Late the Hero,1970.0,6.6,"3,777","Action, Drama, War",145 min,$0.31M
The Berlin File,2013.0,6.6,"7,431","Action, Thriller",120 min,$0.67M
Renaissance,2006.0,6.6,"16,247","Animation, Action, Sci-Fi",105 min,$0.06M
Kaante,2002.0,6.6,"5,230","Action, Crime, Drama",150 min,$1.04M
"Tick, Tick, Tick",1970.0,6.6,"1,146","Drama, Action",100 min,$1.24M
Eastern Boys,2013.0,7.0,"3,708","Crime, Drama, Romance",128 min,$0.02M
Drums Along the Mohawk,1939.0,7.0,"6,507","Drama, Romance, War",104 min,$1.00M
Don Juan,1926.0,7.0,873,"Adventure, Romance",110 min,$1.92M
Map of the Human Heart,1992.0,7.0,"3,331","Adventure, Drama, Romance",109 min,$2.81M
The Whole Wide World,1996.0,7.0,"3,855","Biography, Drama, Romance",111 min,$0.14M
Fateless,2005.0,7.0,"6,991","Drama, Romance, War",140 min,$0.20M
The Tiger and the Snow,2005.0,7.0,"14,225","Comedy, Drama, Romance",110 min,$0.01M
Hum Tum,2004.0,7.0,"14,672","Comedy, Drama, Romance",143 min,$0.35M
Wrestling Ernest Hemingway,1993.0,7.0,"3,226","Drama, Romance",123 min,$0.23M
Outsourced,2006.0,7.0,"11,980","Comedy, Drama, Romance",103 min,$0.16M
Love! Valour! Compassion!,1997.0,7.0,"3,624","Comedy, Drama, Romance",108 min,$2.87M
For Me and My Gal,1942.0,7.0,"3,691","Musical, Romance, War",104 min,$4.37M
Road to Morocco,1942.0,7.0,"5,564","Adventure, Comedy, Family",82 min,$1.63M
Bride Flight,2008.0,7.0,"2,719","Drama, Romance",130 min,$0.50M
The Secrets,2007.0,7.0,"2,163","Drama, Romance",127 min,$0.12M
Kings & Queen,2004.0,7.0,"3,949","Comedy, Drama, Romance",150 min,$0.29M
Different for Girls,1996.0,7.0,"2,001","Comedy, Drama, Romance",92 min,$0.21M
When a Man Loves,1927.0,7.0,369,"History, Romance",111 min,$0.89M
Gabriel and the Mountain,2017.0,7.0,"1,410","Adventure, Biography, Drama",131 min,$0.02M
The Iron Mask,1929.0,7.0,"1,328","Adventure, Drama, History",95 min,$3.27M
Man of the Century,1999.0,7.0,"1,259","Comedy, Romance",77 min,$0.03M
Private Fears in Public Places,2006.0,7.0,"4,077","Drama, Romance",120 min,$0.13M
Star Wars: Episode IX - The Rise of Skywalker,2019.0,6.5,"464,998","Action, Adventure, Fantasy",141 min,$515.20M
Star Wars: Episode I - The Phantom Menace,1999.0,6.5,"821,501","Action, Adventure, Fantasy",136 min,$474.54M
The Hunger Games: Mockingjay - Part 2,2015.0,6.5,"341,000","Action, Adventure, Sci-Fi",137 min,$281.72M
Sonic the Hedgehog 2,2022.0,6.5,"73,644","Action, Adventure, Comedy",122 min,$190.87M
Fast & Furious,2009.0,6.5,"294,552","Action, Crime, Thriller",107 min,$155.06M
Sonic the Hedgehog,2020.0,6.5,"146,268","Action, Adventure, Comedy",99 min,$148.97M
Pirates of the Caribbean: Dead Men Tell No Tales,2017.0,6.5,"322,786","Action, Adventure, Fantasy",129 min,$172.56M
Mandy,2018.0,6.5,"83,241","Action, Fantasy, Horror",121 min,$1.21M
The Lost World: Jurassic Park,1997.0,6.5,"427,453","Action, Adventure, Sci-Fi",129 min,$229.09M
X-Men Origins: Wolverine,2009.0,6.5,"514,169","Action, Sci-Fi",107 min,$179.88M
Pokémon: Detective Pikachu,2019.0,6.5,"170,274","Action, Adventure, Comedy",104 min,$144.11M
War of the Worlds,2005.0,6.5,"458,438","Action, Adventure, Sci-Fi",116 min,$234.28M
Fast & Furious Presents: Hobbs & Shaw,2019.0,6.5,"220,192","Action, Adventure, Thriller",137 min,$173.96M
Octopussy,1983.0,6.5,"108,927","Action, Adventure, Thriller",131 min,$67.90M
Never Back Down,2008.0,6.5,"103,632","Action, Drama, Sport",113 min,$24.85M
12 Strong,2018.0,6.5,"85,465","Action, Drama, History",130 min,$45.82M
Sin City: A Dame to Kill For,2014.0,6.5,"165,544","Action, Crime, Thriller",102 min,$13.76M
Kick-Ass 2,2013.0,6.5,"279,092","Action, Comedy, Crime",103 min,$28.80M
Rambo: First Blood Part II,1985.0,6.5,"174,615","Action, Adventure, Thriller",96 min,$150.42M
The Perfect Storm,2000.0,6.5,"172,043","Action, Adventure, Drama",130 min,$182.62M
Cliffhanger,1993.0,6.5,"133,855","Action, Adventure, Thriller",113 min,$84.05M
The Chronicles of Narnia: Prince Caspian,2008.0,6.5,"216,397","Action, Adventure, Family",150 min,$141.62M
Olympus Has Fallen,2013.0,6.5,"282,637","Action, Thriller",119 min,$98.93M
Homefront,2013.0,6.5,"123,638","Action, Crime, Thriller",100 min,$20.16M
Air Force One,1997.0,6.5,"201,999","Action, Drama, Thriller",124 min,$172.96M
The Interview,2014.0,6.5,"340,331","Action, Adventure, Comedy",112 min,$6.11M
Bad Boys for Life,2020.0,6.5,"166,103","Action, Comedy, Crime",124 min,$206.31M
Nerve,2016.0,6.5,"134,819","Action, Adventure, Crime",96 min,$38.58M
Tomorrow Never Dies,1997.0,6.5,"198,799","Action, Adventure, Thriller",119 min,$125.33M
Terminator Salvation,2009.0,6.5,"368,226","Action, Adventure, Sci-Fi",115 min,$125.32M
The Rocketeer,1991.0,6.5,"59,545","Action, Adventure, Family",108 min,$46.70M
Peppermint,2018.0,6.5,"67,139","Action, Thriller",101 min,$35.42M
Swordfish,2001.0,6.5,"191,192","Action, Crime, Thriller",99 min,$69.77M
The Spiderwick Chronicles,2008.0,6.5,"98,781","Action, Adventure, Drama",96 min,$71.20M
National Treasure: Book of Secrets,2007.0,6.5,"244,554","Action, Adventure, Mystery",124 min,$219.96M
The Forbidden Kingdom,2008.0,6.5,"107,315","Action, Adventure, Fantasy",104 min,$52.08M
Get Smart,2008.0,6.5,"222,080","Action, Adventure, Comedy",110 min,$130.32M
A Walk Among the Tombstones,2014.0,6.5,"124,107","Action, Crime, Drama",114 min,$26.31M
U.S. Marshals,1998.0,6.5,"109,097","Action, Crime, Thriller",131 min,$57.17M
Diamonds Are Forever,1971.0,6.5,"109,688","Action, Adventure, Thriller",120 min,$43.82M
Nightbreed,1990.0,6.5,"24,681","Action, Fantasy, Horror",102 min,$8.86M
Beverly Hills Cop II,1987.0,6.5,"123,993","Action, Comedy, Crime",100 min,$153.67M
Underworld: Rise of the Lycans,2009.0,6.5,"163,474","Action, Fantasy, Thriller",92 min,$45.80M
Executive Decision,1996.0,6.5,"59,467","Action, Adventure, Thriller",133 min,$56.57M
Young Guns II,1990.0,6.5,"37,492","Action, Drama, Western",104 min,$44.14M
Space Cowboys,2000.0,6.5,"83,511","Action, Adventure, Thriller",130 min,$90.46M
Self/less,2015.0,6.5,"101,320","Action, Mystery, Sci-Fi",117 min,$12.28M
Cellular,2004.0,6.5,"102,902","Action, Crime, Thriller",94 min,$32.00M
Safe,2012.0,6.5,"113,160","Action, Crime, Thriller",94 min,$17.14M
Dhoom 2,2006.0,6.5,"28,140","Action, Crime, Thriller",152 min,$2.64M
Beirut,2018.0,6.5,"23,440","Action, Crime, Drama",109 min,$5.02M
The International,2009.0,6.5,"97,248","Action, Crime, Drama",118 min,$25.45M
Flyboys,2006.0,6.5,"43,493","Action, Drama, History",140 min,$13.08M
Foxy Brown,1974.0,6.5,"11,030","Action, Crime, Thriller",92 min,$2.46M
The Program,1993.0,6.5,"11,035","Action, Drama, Romance",112 min,$23.00M
Master Z: The Ip Man Legacy,2018.0,6.5,"9,234","Action, Biography, Crime",107 min,$6.21M
Premium Rush,2012.0,6.5,"116,030","Action, Crime, Thriller",91 min,$20.28M
Ladder 49,2004.0,6.5,"58,519","Action, Drama, Thriller",115 min,$74.54M
The Powerpuff Girls Movie,2002.0,6.5,"10,501","Animation, Action, Adventure",73 min,$11.41M
Blackthorn,2011.0,6.5,"10,099","Action, Adventure, Drama",102 min,$0.20M
Only the Strong,1993.0,6.5,"6,521","Action, Drama",99 min,$3.27M
Cloak & Dagger,1984.0,6.5,"7,922","Action, Adventure, Crime",101 min,$9.72M
Spartan,2004.0,6.5,"32,469","Action, Crime, Drama",106 min,$4.43M
Hyena Road,2015.0,6.5,"8,153","Action, Drama, War",120 min,$0.00M
North Shore,1987.0,6.5,"2,804","Action, Drama, Romance",96 min,$3.83M
The Jezebels,1975.0,6.5,"4,025","Action, Crime, Drama",91 min,$0.05M
Buck Rogers in the 25th Century,1979.0,6.5,"6,498","Action, Adventure, Sci-Fi",89 min,$21.67M
District 13: Ultimatum,2009.0,6.5,"45,395","Action, Crime, Thriller",101 min,$0.04M
Cotton Comes to Harlem,1970.0,6.5,"2,510","Action, Comedy, Crime",97 min,$4.39M
Walking with the Enemy,2013.0,6.5,"2,458","Action, Drama, History",124 min,$0.36M
Battle for Terra,2007.0,6.5,"11,983","Animation, Action, Adventure",85 min,$1.65M
Beyond Rangoon,1995.0,6.5,"5,318","Action, Adventure, Drama",100 min,$5.75M
The Good Thief,2002.0,6.5,"10,694","Action, Crime, Drama",109 min,$3.52M
Tarzan Finds a Son!,1939.0,6.5,"3,493","Action, Adventure, Family",82 min,$2.27M
Operation Mekong,2016.0,6.5,"5,055","Action, Adventure, Crime",123 min,$0.80M
Cold War 2,2016.0,6.5,"3,007","Action, Crime, Drama",110 min,$0.56M
The Prison,2017.0,6.5,"2,007","Action, Crime",125 min,$0.21M
Clueless,1995.0,6.9,"228,261","Comedy, Romance",97 min,$56.63M
The Wedding Singer,1998.0,6.9,"155,354","Comedy, Music, Romance",97 min,$80.25M
Crazy Rich Asians,2018.0,6.9,"179,412","Comedy, Drama, Romance",120 min,$174.53M
Secretary,2002.0,6.9,"94,240","Comedy, Drama, Romance",107 min,$4.06M
Vanilla Sky,2001.0,6.9,"275,083","Fantasy, Mystery, Romance",136 min,$100.61M
Last Tango in Paris,1972.0,6.9,"55,673","Drama, Romance",129 min,$36.14M
The Holiday,2006.0,6.9,"300,182","Comedy, Romance",136 min,$63.22M
Knocked Up,2007.0,6.9,"375,590","Comedy, Romance",129 min,$148.73M
Maleficent,2014.0,6.9,"384,854","Adventure, Family, Fantasy",97 min,$241.41M
Swiss Army Man,2016.0,6.9,"127,679","Comedy, Drama, Fantasy",97 min,$4.21M
The Duchess,2008.0,6.9,"85,092","Biography, Drama, History",110 min,$13.82M
My Girl,1991.0,6.9,"84,256","Comedy, Drama, Family",102 min,$59.85M
Adventures in Babysitting,1987.0,6.9,"46,316","Adventure, Comedy, Crime",102 min,$34.37M
A Goofy Movie,1995.0,6.9,"58,105","Animation, Adventure, Comedy",78 min,$35.35M
What Dreams May Come,1998.0,6.9,"111,168","Drama, Fantasy, Romance",113 min,$55.49M
Real Genius,1985.0,6.9,"35,909","Comedy, Romance, Sci-Fi",108 min,$13.00M
Bill & Ted's Excellent Adventure,1989.0,6.9,"135,294","Adventure, Comedy, Music",90 min,$40.49M
A Good Year,2006.0,6.9,"97,787","Comedy, Drama, Romance",117 min,$7.46M
Labor Day,2013.0,6.9,"49,262","Drama, Romance, Thriller",111 min,$13.36M
Girl with a Pearl Earring,2003.0,6.9,"80,066","Biography, Drama, Romance",100 min,$11.63M
Lucas,1986.0,6.9,"16,846","Comedy, Drama, Romance",100 min,$8.20M
Water for Elephants,2011.0,6.9,"118,181","Drama, Romance",120 min,$58.71M
Another Earth,2011.0,6.9,"97,520","Drama, Romance, Sci-Fi",92 min,$1.32M
Life Itself,2018.0,6.9,"23,133","Drama, Romance",117 min,$4.10M
What a Way to Go!,1964.0,6.9,"5,309","Comedy, Romance",111 min,$13.30M
Safety Not Guaranteed,2012.0,6.9,"127,642","Adventure, Comedy, Drama",86 min,$4.01M
The Majestic,2001.0,6.9,"55,917","Drama, Romance",152 min,$27.81M
The Cutting Edge,1992.0,6.9,"21,328","Comedy, Drama, Romance",101 min,$25.11M
Something Wild,1986.0,6.9,"19,678","Comedy, Crime, Romance",114 min,$8.36M
The Fabulous Baker Boys,1989.0,6.9,"24,881","Comedy, Drama, Music",114 min,$18.10M
Dave,1993.0,6.9,"55,024","Comedy, Romance",110 min,$63.27M
Wicker Park,2004.0,6.9,"57,323","Drama, Mystery, Romance",114 min,$12.83M
Return to Me,2000.0,6.9,"21,777","Comedy, Drama, Romance",115 min,$32.66M
High Society,1956.0,6.9,"16,724","Comedy, Musical, Romance",111 min,$13.00M
Scrooged,1988.0,6.9,"108,136","Comedy, Drama, Fantasy",101 min,$60.33M
The House of the Spirits,1993.0,6.9,"23,835","Drama, Romance",145 min,$6.27M
Sweet Charity,1969.0,6.9,"6,203","Comedy, Drama, Music",149 min,$3.43M
Bright Star,2009.0,6.9,"28,043","Biography, Drama, Romance",119 min,$4.44M
Jude,1996.0,6.9,"10,833","Drama, Romance",123 min,$0.41M
The Cooler,2003.0,6.9,"34,817","Drama, Romance",101 min,$8.24M
The Rose,1979.0,6.9,"8,918","Drama, Music, Romance",125 min,$29.20M
Heaven Help Us,1985.0,6.9,"4,728","Comedy, Drama, Romance",104 min,$6.07M
Chinese Puzzle,2013.0,6.9,"14,859","Comedy, Drama, Romance",117 min,$0.34M
The French Lieutenant's Woman,1981.0,6.9,"14,152","Drama, Romance",124 min,$22.60M
Thoroughly Modern Millie,1967.0,6.9,"6,729","Comedy, Musical, Romance",138 min,$34.34M
The Wackness,2008.0,6.9,"30,982","Comedy, Drama, Romance",99 min,$2.08M
Charlie Bartlett,2007.0,6.9,"65,847","Comedy, Drama, Romance",97 min,$3.95M
Absence of Malice,1981.0,6.9,"14,052","Drama, Romance, Thriller",116 min,$40.72M
Wilde,1997.0,6.9,"17,552","Biography, Drama, Romance",118 min,$2.16M
This Beautiful Fantastic,2016.0,6.9,"12,470","Comedy, Drama, Romance",92 min,$0.04M
Ruby in Paradise,1993.0,6.9,"3,129","Drama, Romance",114 min,$1.00M
Annie Get Your Gun,1950.0,6.9,"5,048","Comedy, Musical, Romance",107 min,$8.00M
Zero Effect,1998.0,6.9,"14,782","Comedy, Crime, Drama",116 min,$2.09M
Come September,1961.0,6.9,"3,754","Comedy, Romance",112 min,$14.17M
The Life and Times of Judge Roy Bean,1972.0,6.9,"8,876","Comedy, Drama, Romance",120 min,$16.53M
A United Kingdom,2016.0,6.9,"16,559","Biography, Drama, History",111 min,$3.90M
Crossing Delancey,1988.0,6.9,"4,634","Comedy, Romance",97 min,$16.26M
Send Me No Flowers,1964.0,6.9,"7,046","Comedy, Drama, Romance",100 min,$9.13M
Infinitely Polar Bear,2014.0,6.9,"16,560","Comedy, Drama, Romance",90 min,$1.43M
The Last Station,2009.0,6.9,"18,841","Biography, Drama, Romance",112 min,$6.62M
The Lucky Ones,2007.0,6.9,"14,249","Adventure, Comedy, Drama",115 min,$0.18M
The Broken Hearts Club: A Romantic Comedy,2000.0,6.9,"7,862","Comedy, Drama, Romance",94 min,$1.74M
The World of Suzie Wong,1960.0,6.9,"2,644","Drama, Romance",126 min,$7.30M
Georgy Girl,1966.0,6.9,"4,084","Comedy, Drama, Romance",99 min,$16.87M
Flower Drum Song,1961.0,6.9,"3,443","Comedy, Musical, Romance",133 min,$10.90M
Hallam Foe,2007.0,6.9,"12,903","Drama, Mystery, Romance",95 min,$0.06M
"Kiss Me, Stupid",1964.0,6.9,"8,233","Comedy, Romance",125 min,$5.00M
The Thrill of It All,1963.0,6.9,"5,674","Comedy, Romance",108 min,$11.78M
